"CountryCode","SeriesCode","DESCRIPTION",
"PSE","IT.MLT.MAIN","Palestine Telecommunications Company (PALTEL).",
"PSE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Occupied Palestinian Territory refer to the number of Palestinian refugees registered by UNRWA.",
"PSE","IT.CEL.SETS","Palestine Telecommunications Company (PALTEL).",
"PSE","PA.NUS.PPP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","IT.NET.USER.ZS","Palestine Telecommunications Company (PALTEL).",
"PSE","PA.NUS.PRVT.PP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PYF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PYF","IT.CEL.SETS.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PYF","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data.",
"PYF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"PYF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","IT.NET.BBND","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.BBND.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","IT.CEL.SETS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.MLT.MAIN.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PYF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PYF","IT.MLT.MAIN","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PYF","IT.NET.USER.ZS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PYF","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"PYF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"QAT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"QAT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Source 1999-2006: Qatar Central Bank.",
"QAT","IT.NET.BBND","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","IT.NET.BBND.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.CEL.SETS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"QAT","IT.MLT.MAIN","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"QAT","MS.MIL.XPND.ZS","2002-2003 SIPRI estimates.",
"QAT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","IT.MLT.MAIN.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.CEL.SETS.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"QAT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"QAT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"QAT","MS.MIL.XPND.CD","2002-2003 SIPRI estimates.",
"QAT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"QAT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","IT.NET.USER.ZS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Source 1999-2006: Qatar Central Bank.",
"QAT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"QAT","MS.MIL.XPND.CN","2002-2003 SIPRI estimates.",
"QAT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"QAT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"ROU","SP.POP.GROW","Data source: Eurostat",
"ROU","IT.MLT.MAIN","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"ROU","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","IS.RRS.GOOD.MT.K6","Source: OECD",
"ROU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SP.DYN.CBRT.IN","Data source: Eurostat",
"ROU","MS.MIL.XPND.ZS","1990-1998 SIPRI estimates.",
"ROU","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"ROU","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Number of departures of Romanians abroad registered at borders.",
"ROU","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SP.POP.TOTL","Data source: Eurostat",
"ROU","IT.NET.BBND","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","VC.IHR.PSRC.P5","Data refer to offences, not victims, of intentional homicide.",
"ROU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ROU","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt for 2018 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"ROU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ROU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ROU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","SP.DYN.CDRT.IN","Data source: Eurostat",
"ROU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ROU","IT.NET.USER.ZS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"ROU","IT.MLT.MAIN.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","MS.MIL.XPND.CN","1960-1998 SIPRI estimates.",
"ROU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","MS.MIL.XPND.CD","1960-1998 SIPRI estimates.",
"ROU","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ROU","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","IT.CEL.SETS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.NET.BBND.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","IS.RRS.PASG.KM","Source: OECD",
"ROU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","IT.CEL.SETS.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"RUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","MS.MIL.XPND.CD","1992-2012 SIPRI estimates.",
"RUS","MS.MIL.XPND.CN","1992-2012 SIPRI estimates.",
"RUS","IS.RRS.PASG.KM","Source: OECD",
"RUS","SP.DYN.LE00.FE.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RUS","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of Moscow Exchange and MICEX divided by the total domestic market capitalization of the two exchanges.",
"RUS","IS.RRS.GOOD.MT.K6","Source: OECD",
"RUS","SP.DYN.TFRT.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service",
"RUS","SP.DYN.LE00.MA.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","SP.POP.TOTL","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","SP.DYN.CDRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"RUS","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","IT.MLT.MAIN.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"RUS","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"RUS","SP.DYN.CBRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","MS.MIL.XPND.ZS","1998-2012 SIPRI estimates.",
"RUS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","IT.MLT.MAIN","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.CEL.SETS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.BBND","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"RUS","IT.NET.BBND.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.USER.ZS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2019 are World Bank staff estimates based on country aggregate reports.",
"RUS","IT.CEL.SETS.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SP.POP.GROW","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"RWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","IT.CEL.SETS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.USER.ZS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"RWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"RWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"RWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"RWA","IT.NET.BBND","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"RWA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Since 2016, including nationals residing abroad.",
"RWA","IT.MLT.MAIN.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","IT.MLT.MAIN","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","IT.NET.BBND.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.CEL.SETS.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"RWA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed and Short-term debt for 2019 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.",
"RWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SAS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"SAS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"SAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SAU","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SAU","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SAU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2002, 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"SAU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SAU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SAU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SAU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SAU","MS.MIL.XPND.CN","1990-1991 & 2016-2019 SIPRI estimates.",
"SAU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SAU","IT.NET.BBND","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SAU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"SAU","IT.MLT.MAIN.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"SAU","IT.CEL.SETS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SAU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"SAU","IT.MLT.MAIN","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","MS.MIL.XPND.CD","1990-1991 & 2016-2019 SIPRI estimates.",
"SAU","IT.NET.BBND.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SAU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","IT.NET.USER.ZS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.CEL.SETS.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SAU","MS.MIL.XPND.ZS","1990-1991, 2016-2019 SIPRI estimates.",
"SDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SDN","IT.NET.BBND","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SDN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SDN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SDN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
